Score	Observed_or_Simulated
0.09912	Simulated
0.05396	Simulated
0.73399	Simulated
0.11349	Simulated
0.21212	Simulated
0.89349	Simulated
0.80645	Simulated
0.80645	Simulated
0.67273	Simulated
0.37265	Simulated
0.15663	Simulated
0.67273	Simulated
0.89349	Simulated
0.67273	Simulated
0.13865	Simulated
0.53506	Simulated
0.13865	Simulated
0.57480	Simulated
0.62025	Simulated
0.80645	Simulated
0.57480	Simulated
0.89349	Simulated
0.89349	Simulated
0.89349	Simulated
0.17820	Simulated
0.28000	Simulated
0.80645	Simulated
0.41593	Simulated
0.89349	Simulated
0.21212	Simulated
0.29258	Simulated
0.21212	Simulated
0.89349	Simulated
0.80645	Simulated
0.73399	Simulated
0.20458	Simulated
0.37265	Simulated
0.26829	Simulated
0.11668	Simulated
0.10180	Simulated
0.67273	Simulated
0.28000	Simulated
0.41593	Simulated
0.53506	Simulated
0.30612	Simulated
0.57480	Simulated
0.73399	Simulated
0.73399	Simulated
0.24715	Simulated
0.62025	Simulated
0.28000	Simulated
0.62025	Simulated
0.89349	Simulated
0.30612	Simulated
0.73399	Simulated
0.46885	Simulated
0.67273	Simulated
0.50000	Simulated
0.80645	Simulated
0.73399	Simulated
0.11349	Simulated
0.20458	Simulated
0.25737	Simulated
0.89349	Simulated
0.32075	Simulated
0.53506	Simulated
0.46885	Simulated
0.05532	Simulated
0.80645	Simulated
0.23757	Simulated
0.32075	Simulated
0.46885	Simulated
0.89349	Simulated
0.89349	Simulated
0.73399	Simulated
0.67273	Simulated
0.23757	Simulated
0.21212	Simulated
0.26829	Simulated
0.16164	Simulated
0.19745	Simulated
0.09653	Simulated
0.25737	Simulated
0.57480	Simulated
0.62025	Simulated
0.73399	Simulated
0.44099	Simulated
0.73399	Simulated
0.73399	Simulated
0.67273	Simulated
0.35385	Simulated
0.80645	Simulated
0.80645	Simulated
0.11349	Simulated
0.89349	Simulated
0.80645	Simulated
0.44099	Simulated
0.44099	Simulated
0.12344	Simulated
0.39326	Simulated
0.80645	Simulated
0.80645	Simulated
0.20458	Simulated
0.80645	Simulated
0.23757	Simulated
0.62025	Simulated
0.17820	Simulated
0.53506	Simulated
0.23757	Simulated
0.35385	Simulated
0.41593	Simulated
0.09653	Simulated
0.41593	Simulated
0.89349	Simulated
0.30612	Simulated
0.17241	Simulated
0.08475	Simulated
0.17820	Simulated
0.15183	Simulated
0.89349	Simulated
0.41593	Simulated
0.50000	Simulated
0.89349	Simulated
0.89349	Simulated
0.24715	Simulated
0.14725	Simulated
0.37265	Simulated
0.80645	Simulated
0.13074	Simulated
0.33661	Simulated
0.67273	Simulated
0.44099	Simulated
0.39326	Simulated
0.57480	Simulated
0.46885	Simulated
0.73399	Simulated
0.80645	Simulated
0.11041	Simulated
0.03054	Simulated
0.73399	Simulated
0.73399	Simulated
0.89349	Simulated
0.12000	Simulated
0.02970	Simulated
0.24715	Simulated
0.06750	Simulated
0.16690	Simulated
0.24715	Simulated
0.15183	Simulated
0.22010	Simulated
0.04644	Simulated
0.41593	Simulated
0.28000	Simulated
0.35385	Simulated
0.17820	Simulated
0.80645	Simulated
0.73399	Simulated
0.32075	Simulated
0.89349	Simulated
0.73399	Simulated
0.73399	Simulated
0.73399	Simulated
0.80645	Simulated
0.89349	Simulated
0.89349	Simulated
0.50000	Simulated
0.32075	Simulated
0.04089	Simulated
0.57480	Simulated
0.44099	Simulated
0.73399	Simulated
0.33661	Simulated
0.80645	Simulated
0.73399	Simulated
0.16690	Simulated
0.80645	Simulated
0.17820	Simulated
0.02575	Simulated
0.73399	Simulated
0.32075	Simulated
0.80645	Simulated
0.53506	Simulated
0.23757	Simulated
0.21212	Simulated
0.67273	Simulated
0.62025	Simulated
0.39326	Simulated
0.62025	Simulated
0.17241	Simulated
0.53506	Simulated
0.13074	Simulated
0.67273	Simulated
0.16690	Simulated
0.24715	Simulated
0.89349	Simulated
0.12344	Simulated
0.80645	Simulated
0.67273	Simulated
0.16690	Simulated
0.33661	Simulated
0.22010	Simulated
0.57480	Simulated
0.04195	Simulated
0.73399	Simulated
0.46885	Simulated
0.46885	Simulated
0.12000	Simulated
0.22857	Simulated
0.04089	Simulated
0.29258	Simulated
0.80645	Simulated
0.15663	Simulated
0.73399	Simulated
0.28000	Simulated
0.89349	Simulated
0.89349	Simulated
0.80645	Simulated
0.89349	Simulated
0.23757	Simulated
0.80645	Simulated
0.17820	Simulated
0.20458	Simulated
0.53506	Simulated
0.20458	Simulated
0.33661	Simulated
0.89349	Simulated
0.20458	Simulated
0.89349	Simulated
0.80645	Simulated
0.22857	Simulated
0.33661	Simulated
0.80645	Simulated
0.89349	Simulated
0.89349	Simulated
0.89349	Simulated
0.89349	Simulated
0.80645	Simulated
0.89349	Simulated
0.67273	Simulated
0.25737	Simulated
0.26829	Simulated
0.24715	Simulated
0.57480	Simulated
0.16690	Simulated
0.80645	Simulated
0.09159	Simulated
0.19745	Simulated
0.44099	Simulated
0.35385	Simulated
0.73399	Simulated
0.73399	Simulated
0.62025	Simulated
0.05133	Simulated
0.73399	Simulated
0.80645	Simulated
0.11668	Simulated
0.39326	Simulated
0.41593	Simulated
0.15663	Simulated
0.67273	Simulated
0.67273	Simulated
0.89349	Simulated
0.12702	Simulated
0.23757	Simulated
0.57480	Simulated
0.46885	Simulated
0.26829	Simulated
0.53506	Simulated
0.17241	Simulated
0.28000	Simulated
0.21212	Simulated
0.16690	Simulated
0.32075	Simulated
0.23757	Simulated
0.89349	Simulated
0.50000	Simulated
0.57480	Simulated
0.73399	Simulated
0.62025	Simulated
0.53506	Simulated
0.89349	Simulated
0.73399	Simulated
0.23757	Simulated
0.41593	Simulated
0.14286	Simulated
0.19070	Simulated
0.10457	Simulated
0.05960	Simulated
0.73399	Simulated
0.41593	Simulated
0.16164	Simulated
0.13074	Simulated
0.35385	Simulated
0.89349	Simulated
0.67273	Simulated
0.80645	Simulated
0.37265	Simulated
0.89349	Simulated
0.89349	Simulated
0.73399	Simulated
0.62025	Simulated
0.15663	Simulated
0.39326	Simulated
0.62025	Simulated
0.15663	Simulated
0.05814	Simulated
0.80645	Simulated
0.67273	Simulated
0.12000	Simulated
0.14725	Simulated
0.53506	Simulated
0.80645	Simulated
0.89349	Simulated
0.13865	Simulated
0.89349	Simulated
0.80645	Simulated
0.10180	Simulated
0.62025	Simulated
0.24715	Simulated
0.73399	Simulated
0.67273	Simulated
0.50000	Simulated
0.73399	Simulated
0.53506	Simulated
0.80645	Simulated
0.80645	Simulated
0.14286	Simulated
0.73399	Simulated
0.62025	Simulated
0.80645	Simulated
0.29258	Simulated
0.80645	Simulated
0.46885	Simulated
0.62025	Simulated
0.80645	Simulated
0.21212	Simulated
0.14725	Simulated
0.89349	Simulated
0.35385	Simulated
0.33661	Simulated
0.25737	Simulated
0.25737	Simulated
0.14725	Simulated
0.21212	Simulated
0.89349	Simulated
0.73399	Simulated
0.80645	Simulated
0.16164	Simulated
0.89349	Simulated
0.80645	Simulated
0.50000	Simulated
0.25737	Simulated
0.80645	Simulated
0.08052	Simulated
0.53506	Simulated
0.89349	Simulated
0.02808	Simulated
0.22857	Simulated
0.28000	Simulated
0.80645	Simulated
0.14725	Simulated
0.80645	Simulated
0.80645	Simulated
0.53506	Simulated
0.06422	Simulated
0.17820	Simulated
0.89349	Simulated
0.80645	Simulated
0.39326	Simulated
0.23757	Simulated
0.23757	Simulated
0.15183	Simulated
0.41593	Simulated
0.44099	Simulated
0.80645	Simulated
0.62025	Simulated
0.57480	Simulated
0.05133	Simulated
0.80645	Simulated
0.28000	Simulated
0.80645	Simulated
0.89349	Simulated
0.53506	Simulated
0.39326	Simulated
0.25737	Simulated
0.12702	Simulated
0.16164	Simulated
0.03784	Simulated
0.80645	Simulated
0.07653	Simulated
0.67273	Simulated
0.11668	Simulated
0.67273	Simulated
0.26829	Simulated
0.89349	Simulated
0.24715	Simulated
0.19070	Simulated
0.73399	Simulated
0.62025	Simulated
0.20458	Simulated
0.39326	Simulated
0.07653	Simulated
0.80645	Simulated
0.11349	Simulated
0.21212	Simulated
0.89349	Simulated
0.73399	Simulated
0.50000	Simulated
0.14725	Simulated
0.89349	Simulated
0.67273	Simulated
0.89349	Simulated
0.46885	Simulated
0.22857	Simulated
0.32075	Simulated
0.39326	Simulated
0.05814	Simulated
0.09912	Simulated
0.15663	Simulated
0.35385	Simulated
0.53506	Simulated
0.22010	Simulated
0.80645	Simulated
0.29258	Simulated
0.35385	Simulated
0.13074	Simulated
0.80645	Simulated
0.21212	Simulated
0.19070	Simulated
0.73399	Simulated
0.89349	Simulated
0.25737	Simulated
0.14286	Simulated
0.29258	Simulated
0.80645	Simulated
0.53506	Simulated
0.46885	Simulated
0.25737	Simulated
0.22010	Simulated
0.35385	Simulated
0.89349	Simulated
0.46885	Simulated
0.14725	Simulated
0.25737	Simulated
0.73399	Simulated
0.53506	Simulated
0.80645	Simulated
0.73399	Simulated
0.67273	Simulated
0.46885	Simulated
0.37265	Simulated
0.80645	Simulated
0.57480	Simulated
0.05263	Simulated
0.67273	Simulated
0.32075	Simulated
0.11668	Simulated
0.13865	Simulated
0.07097	Simulated
0.25737	Simulated
0.62025	Simulated
0.67273	Simulated
0.39326	Simulated
0.37265	Simulated
0.32075	Simulated
0.10180	Simulated
0.89349	Simulated
0.16690	Simulated
0.13074	Simulated
0.62025	Simulated
0.07850	Simulated
0.62025	Simulated
0.50000	Simulated
0.62025	Simulated
0.22857	Simulated
0.05007	Simulated
0.17820	Simulated
0.16690	Simulated
0.13074	Simulated
0.89349	Simulated
0.57480	Simulated
0.24715	Simulated
0.29258	Simulated
0.57480	Simulated
0.11349	Simulated
0.44099	Simulated
0.53506	Simulated
0.89349	Simulated
0.50000	Simulated
0.35385	Simulated
0.15663	Simulated
0.44099	Simulated
0.39326	Simulated
0.05263	Simulated
0.80645	Simulated
0.15183	Simulated
0.57480	Simulated
0.62025	Simulated
0.28000	Simulated
0.25737	Simulated
0.73399	Simulated
0.23757	Simulated
0.10457	Simulated
0.67273	Simulated
0.11668	Simulated
0.73399	Simulated
0.14286	Simulated
0.67273	Simulated
0.80645	Simulated
0.80645	Simulated
0.89349	Simulated
0.29258	Simulated
0.73399	Simulated
0.80645	Simulated
0.57480	Simulated
0.80645	Simulated
0.73399	Simulated
0.18429	Simulated
0.26829	Simulated
0.22857	Simulated
0.08052	Simulated
0.29258	Simulated
0.14286	Simulated
0.19070	Simulated
0.19070	Simulated
0.62025	Simulated
0.89349	Simulated
0.89349	Simulated
0.23757	Simulated
0.89349	Simulated
0.89349	Simulated
0.73399	Simulated
0.39326	Simulated
0.73399	Simulated
0.24715	Simulated
0.80645	Simulated
0.80645	Simulated
0.62025	Simulated
0.50000	Simulated
0.73399	Simulated
0.67273	Simulated
0.12344	Simulated
0.15183	Simulated
0.80645	Simulated
0.11668	Simulated
0.53506	Simulated
0.50000	Simulated
0.19745	Simulated
0.13074	Simulated
0.06264	Simulated
0.62025	Simulated
0.89349	Simulated
0.13074	Simulated
0.80645	Simulated
0.73399	Simulated
0.29258	Simulated
0.44099	Simulated
0.26829	Simulated
0.89349	Simulated
0.09912	Simulated
0.89349	Simulated
0.89349	Simulated
0.73399	Simulated
0.41593	Simulated
0.67273	Simulated
0.25737	Simulated
0.32075	Simulated
0.15663	Simulated
0.62025	Simulated
0.23757	Simulated
0.11668	Simulated
0.29258	Simulated
0.80645	Simulated
0.89349	Simulated
0.89349	Simulated
0.62025	Simulated
0.11668	Simulated
0.44099	Simulated
0.21212	Simulated
0.73399	Simulated
0.05532	Simulated
0.24715	Simulated
0.35385	Simulated
0.46885	Simulated
0.89349	Simulated
0.08052	Simulated
0.35385	Simulated
0.67273	Simulated
0.41593	Simulated
0.12344	Simulated
0.73399	Simulated
0.10457	Simulated
0.37265	Simulated
0.89349	Simulated
0.12702	Simulated
0.67273	Simulated
0.80645	Simulated
0.07653	Simulated
0.04762	Simulated
0.26829	Simulated
0.46885	Simulated
0.19070	Simulated
0.12000	Simulated
0.73399	Simulated
0.89349	Simulated
0.22010	Simulated
0.67273	Simulated
0.23757	Simulated
0.29258	Simulated
0.22857	Simulated
0.89349	Simulated
0.67273	Simulated
0.73399	Simulated
0.22857	Simulated
0.13462	Simulated
0.08052	Simulated
0.62025	Simulated
0.67273	Simulated
0.30612	Simulated
0.80645	Simulated
0.41593	Simulated
0.73399	Simulated
0.89349	Simulated
0.33661	Simulated
0.22010	Simulated
0.89349	Simulated
0.89349	Simulated
0.67273	Simulated
0.53506	Simulated
0.62025	Simulated
0.15183	Simulated
0.67273	Simulated
0.03139	Simulated
0.06422	Simulated
0.22857	Simulated
0.22857	Simulated
0.73399	Simulated
0.89349	Simulated
0.37265	Simulated
0.73399	Simulated
0.12344	Simulated
0.80645	Simulated
0.24715	Simulated
0.05960	Simulated
0.22857	Simulated
0.39326	Simulated
0.50000	Simulated
0.53506	Simulated
0.12000	Simulated
0.35385	Simulated
0.39326	Simulated
0.80645	Simulated
0.80645	Simulated
0.80645	Simulated
0.44099	Simulated
0.67273	Simulated
0.89349	Simulated
0.37265	Simulated
0.05396	Simulated
0.73399	Simulated
0.32075	Simulated
0.80645	Simulated
0.50000	Simulated
0.80645	Simulated
0.09159	Simulated
0.89349	Simulated
0.46885	Simulated
0.16164	Simulated
0.09912	Simulated
0.14725	Simulated
0.37265	Simulated
0.73399	Simulated
0.13462	Simulated
0.10744	Simulated
0.67273	Simulated
0.89349	Simulated
0.46885	Simulated
0.13865	Simulated
0.17241	Simulated
0.57480	Simulated
0.57480	Simulated
0.89349	Simulated
0.22010	Simulated
0.14725	Simulated
0.53506	Simulated
0.46885	Simulated
0.89349	Simulated
0.73399	Simulated
0.89349	Simulated
0.06750	Simulated
0.89349	Simulated
0.67273	Simulated
0.19745	Simulated
0.22010	Simulated
0.80645	Simulated
0.16164	Simulated
0.62025	Simulated
0.89349	Simulated
0.57480	Simulated
0.73399	Simulated
0.06750	Simulated
0.19070	Simulated
0.50000	Simulated
0.01946	Simulated
0.22010	Simulated
0.41593	Simulated
0.89349	Simulated
0.37265	Simulated
0.11668	Simulated
0.09912	Simulated
0.13074	Simulated
0.14725	Simulated
0.28000	Simulated
0.41593	Simulated
0.57480	Simulated
0.80645	Simulated
0.62025	Simulated
0.32075	Simulated
0.25737	Simulated
0.73399	Simulated
0.44099	Simulated
0.89349	Simulated
0.14725	Simulated
0.30612	Simulated
0.22010	Simulated
0.08260	Simulated
0.80645	Simulated
0.16690	Simulated
0.80645	Simulated
0.23757	Simulated
0.89349	Simulated
0.89349	Simulated
0.67273	Simulated
0.14725	Simulated
0.41593	Simulated
0.13865	Simulated
0.28000	Simulated
0.29258	Simulated
0.89349	Simulated
0.89349	Simulated
0.73399	Simulated
0.57480	Simulated
0.20458	Simulated
0.89349	Simulated
0.80645	Simulated
0.89349	Simulated
0.89349	Simulated
0.22010	Simulated
0.89349	Simulated
0.33661	Simulated
0.50000	Simulated
0.18429	Simulated
0.12000	Simulated
0.73399	Simulated
0.62025	Simulated
0.67273	Simulated
0.89349	Simulated
0.46885	Simulated
0.89349	Simulated
0.89349	Simulated
0.89349	Simulated
0.20458	Simulated
0.20458	Simulated
0.80645	Simulated
0.89349	Simulated
0.67273	Simulated
0.57480	Simulated
0.21212	Simulated
0.89349	Simulated
0.73399	Simulated
0.67273	Simulated
0.89349	Simulated
0.89349	Simulated
0.89349	Simulated
0.09159	Simulated
0.07097	Simulated
0.89349	Simulated
0.21212	Simulated
0.62025	Simulated
0.89349	Simulated
0.62025	Simulated
0.20458	Simulated
0.16164	Simulated
0.20458	Simulated
0.80645	Simulated
0.80645	Simulated
0.30612	Simulated
0.33661	Simulated
0.17241	Simulated
0.14725	Simulated
0.46885	Simulated
0.21212	Simulated
0.18429	Simulated
0.62025	Simulated
0.89349	Simulated
0.73399	Simulated
0.89349	Simulated
0.50000	Simulated
0.46885	Simulated
0.16690	Simulated
0.10457	Simulated
0.44099	Simulated
0.73399	Simulated
0.80645	Simulated
0.89349	Simulated
0.23757	Simulated
0.37265	Simulated
0.28000	Simulated
0.44099	Simulated
0.80645	Simulated
0.32075	Simulated
0.73399	Simulated
0.80645	Simulated
0.62025	Simulated
0.80645	Simulated
0.16164	Simulated
0.89349	Simulated
0.37265	Simulated
0.17820	Simulated
0.67273	Simulated
0.22857	Simulated
0.57480	Simulated
0.73399	Simulated
0.08260	Simulated
0.18429	Simulated
0.08696	Simulated
0.80645	Simulated
0.73399	Simulated
0.16164	Simulated
0.57480	Simulated
0.18429	Simulated
0.41593	Simulated
0.28000	Simulated
0.19745	Simulated
0.62025	Simulated
0.41593	Simulated
0.26829	Simulated
0.67273	Simulated
0.29258	Simulated
0.03784	Simulated
0.89349	Simulated
0.73399	Simulated
0.32075	Simulated
0.04528	Simulated
0.15663	Simulated
0.50000	Simulated
0.26829	Simulated
0.50000	Simulated
0.89349	Simulated
0.44099	Simulated
0.89349	Simulated
0.06264	Simulated
0.67273	Simulated
0.05532	Simulated
0.89349	Simulated
0.04762	Simulated
0.33661	Simulated
0.73399	Simulated
0.32075	Simulated
0.53506	Simulated
0.26829	Simulated
0.73399	Simulated
0.80645	Simulated
0.73399	Simulated
0.33661	Simulated
0.53506	Simulated
0.89349	Simulated
0.11668	Simulated
0.80645	Simulated
0.17241	Simulated
0.41593	Simulated
0.89349	Simulated
0.67273	Simulated
0.73399	Simulated
0.25737	Simulated
0.89349	Simulated
0.17820	Simulated
0.73399	Simulated
0.80645	Simulated
0.89349	Simulated
0.11041	Simulated
0.02651	Simulated
0.89349	Simulated
0.67273	Simulated
0.03590	Simulated
0.80645	Simulated
0.28000	Simulated
0.39326	Simulated
0.80645	Simulated
0.18429	Simulated
0.35385	Simulated
0.57480	Simulated
0.21212	Simulated
0.62025	Simulated
0.89349	Simulated
0.06921	Simulated
0.80645	Simulated
0.89349	Simulated
0.11668	Simulated
0.80645	Simulated
0.89349	Simulated
0.73399	Simulated
0.80645	Simulated
0.41593	Simulated
0.37265	Simulated
0.37265	Simulated
0.73399	Simulated
0.23757	Simulated
0.18429	Simulated
0.80645	Simulated
0.25737	Simulated
0.89349	Simulated
0.50000	Simulated
0.04304	Simulated
0.20458	Simulated
0.44099	Simulated
0.73399	Simulated
0.26829	Simulated
0.80645	Simulated
0.80645	Simulated
0.24715	Simulated
0.16690	Simulated
0.67273	Simulated
0.06921	Simulated
0.73399	Simulated
0.06921	Simulated
0.89349	Simulated
0.33661	Simulated
0.89349	Simulated
0.89349	Simulated
0.35385	Simulated
0.57480	Simulated
0.35385	Simulated
0.22010	Simulated
0.10744	Simulated
0.17241	Simulated
0.25737	Simulated
0.22010	Simulated
0.17820	Simulated
0.62025	Simulated
0.14725	Simulated
0.80645	Simulated
0.67273	Simulated
0.44099	Simulated
0.20458	Simulated
0.53506	Simulated
0.89349	Simulated
0.73399	Simulated
0.30612	Simulated
0.28000	Simulated
0.07097	Simulated
0.53506	Simulated
0.11349	Simulated
0.67273	Simulated
0.37265	Simulated
0.89349	Simulated
0.80645	Simulated
0.32075	Simulated
0.20458	Simulated
0.80645	Simulated
0.73399	Simulated
0.29258	Simulated
0.73399	Simulated
0.19070	Simulated
0.13865	Simulated
0.19070	Simulated
0.32075	Simulated
0.32075	Simulated
0.89349	Simulated
0.89349	Simulated
0.09159	Simulated
0.44099	Simulated
0.25737	Simulated
0.89349	Simulated
0.07463	Simulated
0.67273	Simulated
0.89349	Simulated
0.15183	Simulated
0.33661	Simulated
0.53506	Simulated
0.89349	Simulated
0.23757	Simulated
0.73399	Simulated
0.04089	Simulated
0.89349	Simulated
0.17820	Simulated
0.89349	Simulated
0.03139	Simulated
0.19070	Simulated
0.80645	Simulated
0.46885	Simulated
0.73399	Simulated
0.89349	Simulated
0.35385	Simulated
0.80645	Simulated
0.73399	Simulated
0.28000	Simulated
0.73399	Simulated
0.15663	Simulated
0.22857	Simulated
0.02729	Simulated
0.80645	Simulated
0.80645	Simulated
0.35385	Simulated
0.10457	Simulated
0.23757	Simulated
0.50000	Simulated
0.18429	Simulated
0.13462	Simulated
0.89349	Simulated
0.18429	Simulated
0.57480	Simulated
0.46885	Simulated
0.05007	Simulated
0.89349	Simulated
0.80645	Simulated
0.07277	Simulated
0.73399	Simulated
0.44099	Simulated
0.73399	Simulated
0.11349	Simulated
0.89349	Simulated
0.57480	Simulated
0.26829	Simulated
0.23757	Simulated
0.13865	Simulated
0.16690	Simulated
0.80645	Simulated
0.73399	Simulated
0.13865	Simulated
0.08696	Simulated
0.73399	Simulated
0.73399	Simulated
0.13074	Simulated
0.50000	Simulated
0.20458	Simulated
0.73399	Simulated
0.67273	Simulated
0.89349	Simulated
0.57480	Simulated
0.73399	Simulated
0.20458	Simulated
0.62025	Simulated
0.17241	Simulated
0.23757	Simulated
0.89349	Simulated
0.73399	Simulated
0.17820	Simulated
0.18429	Simulated
0.28000	Simulated
0.57480	Simulated
0.19745	Simulated
0.12702	Simulated
0.32075	Simulated
0.73399	Simulated
0.89349	Simulated
0.89349	Simulated
0.80645	Simulated
0.18429	Simulated
0.23757	Simulated
0.89349	Simulated
0.37265	Simulated
0.89349	Simulated
0.73399	Simulated
0.73399	Simulated
0.19070	Simulated
0.53506	Simulated
0.24715	Simulated
0.32075	Simulated
0.03405	Simulated
0.19745	Simulated
0.73399	Simulated
0.46885	Simulated
0.37265	Simulated
0.50000	Simulated
0.16164	Simulated
0.89349	Simulated
0.89349	Simulated
0.19070	Simulated
0.10744	Simulated
0.26829	Simulated
0.46885	Simulated
0.41593	Simulated
0.67273	Simulated
0.37265	Simulated
0.89349	Simulated
0.67273	Simulated
0.80645	Simulated
0.73399	Simulated
0.28000	Simulated
0.09912	Simulated
0.11668	Simulated
0.37265	Simulated
0.89349	Simulated
0.62025	Simulated
0.02651	Simulated
0.13865	Simulated
0.67273	Simulated
0.21212	Simulated
0.29258	Simulated
0.89349	Simulated
0.32075	Simulated
